"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4101651";"";"0";"491.66";"1";"6.18";"46d";"O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NC1CCCc2ccccc21)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4072194";"";"0";"511.60";"2";"5.37";"47c";"COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(Nc2ccc3c(c2)OCO3)C4)c2ccccc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4072703";"";"0";"420.54";"0";"3.15";"48e";"COCCNC1CCc2c(sc3ncn(Cc4cccc5cccnc45)c(=O)c23)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL468596";"";"0";"441.37";"0";"4.38";"29";"O=C(NNC(=O)c1nc(-c2cccc3ccccc23)no1)Nc1cccc(C(F)(F)F)c1";"IC50";"'='";"257000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL976457";"Inhibition of human SIRT2 assessed as nicotinamide releasing by microplate filtration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155918";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL466960";"";"0";"463.49";"0";"4.68";"23";"CC(C)(C)c1ccc(-c2noc(C(=O)NNC(=S)Nc3ccc(C(F)(F)F)cc3)n2)cc1";"IC50";"'='";"109000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL976457";"Inhibition of human SIRT2 assessed as nicotinamide releasing by microplate filtration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155918";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL298346";"";"0";"417.47";"1";"5.13";"12c";"O=C1C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C(=O)N1Cc1ccccc1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"10.53";"0.19";"-0.73";"6.38";"False";"CHEMBL909821";"Inhibition of human recombinant SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137294";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL4086371";"";"0";"431.56";"0";"4.16";"18g";"COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccccc5)c(=O)c34)C2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4065758";"";"0";"487.65";"1";"5.38";"30c";"COc1ccc(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccs2)C4)c2ccccc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4094089";"";"0";"485.58";"1";"5.78";"40a";"COc1ccc2ccccc2c1Cn1cnc2sc3c(c2c1=O)CCC(Nc1ccc(F)cc1)C3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4092063";"";"0";"513.66";"1";"4.94";"17a";"COC1=C(Cn2cnc3sc4c(c3c2=O)CCC(NCc2cccc(OC)c2)C4)C2C=CC=CC2C=C1";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"11.14";"0.21";"0.78";"8.75";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4066824";"";"0";"416.55";"0";"3.59";"32g";"O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCCc1ccncc1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2171192";"";"0";"292.29";"0";"2.63";"2b";"CCn1c(=O)nc2oc3ccc4ccccc4c3cc-2c1=O";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"15.47";"0.28";"1.89";"6.95";"False";"CHEMBL2176207";"Inhibition of human recombinant SIRT2 expressed in Escherichia coli cells using acetylated Lys side chain amino acids 379-382 (Arg-His-Lys-Lys(Ac)) p53 conjugated with aminomethylcoumarin as substrate by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169828";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2164019";"";"0";"246.35";"0";"4.22";"1d";"CCCCCC1CC(=O)c2cc(C)cc(C)c2O1";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"21.14";"0.40";"0.99";"19.80";"False";"CHEMBL2167131";"Inhibition of human recombinant GST-tagged SIRT2 preincubated for 5 mins measured after 1 hr by Fluor de Lys-based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163190";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL112265";"";"0";"214.27";"0";"2.07";"3";"NC(=O)C1CCCc2c1[nH]c1ccccc21";"IC50";"'='";"24800.0";"nM";"4.61";"";"";"UO_0000065";"21.49";"0.39";"2.54";"7.82";"False";"CHEMBL859690";"Inhibitory activity against recombinant human SIRT2 expressed in Escherichia coli by fluorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140425";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL3883974";"";"0";"791.05";"2";"2.81";"6";"CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)CCCCCSc1nc2ccccc2s1)NC(=O)[C@H](CCCCNC(C)=O)NC(C)=O)C(N)=O";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3876638";"Inhibition of recombinant human His6-tagged SIRT2 (2 to 389 residues) expressed in Escherichia coli assessed as inhibition of H2N-HK-[epsilonN-acetyl-lysine]-LM-COOH deacetylation measured after 12 mins in presence of beta-NAD+ by RP-HPLC analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875200";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL3805740";"";"0";"386.41";"0";"3.49";"28";"NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc4cc[nH]c4c3)c2)c1";"IC50";"'='";"35.4";"nM";"7.45";"";"";"UO_0000065";"19.28";"0.35";"3.96";"6.77";"False";"CHEMBL3806935";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 residues) expressed in Escherichia coli using Ac-RHK-K(Ac)-AMC as substrate incubated for 2 hrs by fluorescence analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804824";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL383787";"";"0";"290.32";"0";"3.39";"5";"NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL859745";"Inhibitory activity against human SIRT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141869";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL1814815";"";"0";"557.72";"2";"-1.11";"ThAcK";"CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(C)=S)NC(=O)[C@H](CCCNC(C)=O)NC(C)=O)C(N)=O";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"9.93";"0.20";"6.65";"2.76";"False";"CHEMBL1817380";"Inhibition of human full length SIRT2 using H2N-MPSD-AcK-TIGG-COOH as substrate assessed as enzymatic deacetylation product formation after 60 mins by HPLC analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811808";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL596657";"";"0";"340.34";"0";"3.60";"4, MC2141";"O=c1nc2oc3ccc4ccccc4c3cc-2c(=O)n1-c1ccccc1";"IC50";"'='";"191200.0";"nM";"3.72";"Outside typical range";"";"UO_0000065";"";"";"";"";"True";"CHEMBL1799831";"Inhibition of human recombinant SIRT2 expressed in Escherichia coli incubated at 37 degC for 2 hrs by Fluor de Lys fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795290";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1797725";"";"0";"352.39";"0";"4.95";"5h";"O=C1Oc2ccc3ccccc3c2CC1C(=O)c1ccc2ccccc2c1";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"14.33";"0.26";"0.10";"11.65";"False";"CHEMBL1799831";"Inhibition of human recombinant SIRT2 expressed in Escherichia coli incubated at 37 degC for 2 hrs by Fluor de Lys fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795290";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1797919";"";"0";"229.19";"0";"1.92";"5";"O=c1[nH]c2cc([N+](=O)[O-])c3ccccc3c2[nH]1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"21.47";"0.40";"3.00";"5.36";"False";"CHEMBL1799846";"Inhibition of human N-terminally His6-tagged Sirt2 using ZMAL as substrate after 4 hrs by homogeneous fluorescent deacetylase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795265";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL4078167";"";"0";"402.52";"0";"3.55";"20g";"O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCc1ccncc1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4085429";"";"0";"452.58";"1";"5.33";"38e";"Cc1cccc(NC2CCc3c(sc4ncn(Cc5cccc6cccnc56)c(=O)c34)C2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4075198";"";"0";"451.60";"1";"5.94";"39b";"Cc1ccc(NC2CCc3c(sc4ncn(Cc5cccc6ccccc56)c(=O)c34)C2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4105557";"";"0";"512.08";"2";"6.47";"12i";"O=c1c2c3c(sc2ncn1Cc1cccc(-c2ccccc2)c1)CC(NCc1cccc(Cl)c1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4084309";"";"0";"431.56";"0";"4.16";"16g";"COc1ccccc1CNC1CCc2c(sc3ncn(Cc4ccccc4)c(=O)c23)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4083885";"";"0";"481.62";"1";"5.32";"18d";"COc1ccc(CNC2CCc3c(sc4ncn(Cc5ccc6ccccc6c5)c(=O)c34)C2)cc1";"IC50";"'='";"3820.0";"nM";"5.42";"";"";"UO_0000065";"11.25";"0.21";"0.10";"9.65";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4068379";"";"0";"445.59";"0";"4.14";"26d";"O=c1c2c3c(sc2ncn1Cc1ccc2ccccc2c1)CC(NCC1CCOC1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4102605";"";"0";"466.61";"0";"4.74";"31b";"O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(NCCc1cccnc1)CC3";"IC50";"'='";"9570.0";"nM";"5.02";"";"";"UO_0000065";"10.76";"0.20";"0.28";"8.39";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4070552";"";"0";"416.55";"0";"3.59";"31g";"O=c1c2c3c(sc2ncn1Cc1ccccc1)CC(NCCc1cccnc1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4077658";"";"0";"495.65";"1";"5.36";"33b";"COc1ccccc1CCNC1CCc2c(sc3ncn(Cc4cccc5ccccc45)c(=O)c23)C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4090726";"";"0";"497.62";"1";"5.65";"37c";"COc1cccc(NC2CCc3c(sc4ncn(Cc5ccc(OC)c6ccccc56)c(=O)c34)C2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4073451";"";"0";"455.56";"1";"5.77";"40b";"O=c1c2c3c(sc2ncn1Cc1cccc2ccccc12)CC(Nc1ccc(F)cc1)CC3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL4005585";"Inhibition of recombinant human C-terminal His-tagged SIRT2 (50 to 389 end residues) expressed in Escherichia coli using p53 derived (379 to 382 residues) fluorogenic peptide substrate RHKK(Ac)-AMC preincubated for 10 mins followed by substrate addition in presence of NAD+ by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4462";"NAD-dependent deacetylase sirtuin 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004822";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
